created_at,full_text,username,cleaned_text,translate_text,lower_text,normalize_text,stopwords_text,tokenisasi_text
Sun Jun 16 17:17:48 +0000 2024,None of the members of the BRICS+ alliance (about 40% of the planet s population) supported the communiqué of the Ukrainian summit in Switzerland like most of the largest countries in the world (Indonesia Nigeria Pakistan Bangladesh) In total the communiqué was signed by https://t.co/F0s7VuSksF,SprinterFamily,None of the members of the BRICS alliance about 40 of the planet s population supported the communiqué of the Ukrainian summit in Switzerland like most of the largest countries in the world Indonesia Nigeria Pakistan Bangladesh In total the communiqué was signed by httpstcoF0s7VuSksF,"Tak satu pun negara anggota aliansi BRICS yang berjumlah sekitar 40 juta jiwa di dunia mendukung komunike pertemuan puncak Ukraina di Swiss seperti kebanyakan negara besar di dunia, Indonesia, Nigeria, Pakistan, Bangladesh. Secara keseluruhan komunike tersebut ditandatangani oleh httpstcoF0s7VuSksF","tak satu pun negara anggota aliansi brics yang berjumlah sekitar 40 juta jiwa di dunia mendukung komunike pertemuan puncak ukraina di swiss seperti kebanyakan negara besar di dunia, indonesia, nigeria, pakistan, bangladesh. secara keseluruhan komunike tersebut ditandatangani oleh httpstcof0s7vusksf","tak satu pun negara anggota aliansi brics yang berjumlah sekitar 40 juta jiwa di dunia mendukung komunike pertemuan puncak ukraina di swiss seperti kebanyakan negara besar di dunia, indonesia, nigeria, pakistan, bangladesh. secara keseluruhan komunike tersebut ditandatangani oleh httpstcof0s7vusksf","tak satu negara anggota aliansi brics berjumlah 40 juta jiwa dunia mendukung komunike pertemuan puncak ukraina swiss kebanyakan negara besar dunia, indonesia, nigeria, pakistan, bangladesh. keseluruhan komunike tersebut ditandatangani httpstcof0s7vusksf","['tak', 'satu', 'negara', 'anggota', 'aliansi', 'brics', 'berjumlah', '40', 'juta', 'jiwa', 'dunia', 'mendukung', 'komunike', 'pertemuan', 'puncak', 'ukraina', 'swiss', 'kebanyakan', 'negara', 'besar', 'dunia', ',', 'indonesia', ',', 'nigeria', ',', 'pakistan', ',', 'bangladesh', '.', 'keseluruhan', 'komunike', 'tersebut', 'ditandatangani', 'httpstcof0s7vusksf']"
Thu Oct 24 03:28:24 +0000 2024,Welllll so much for the non-bloc rhetoric Days after the new administration was sworn in Indonesia joins BRICS as a partner nation https://t.co/kqoeZbMhG5,nuicemedia,Welllll so much for the nonbloc rhetoric Days after the new administration was sworn in Indonesia joins BRICS as a partner nation httpstcokqoeZbMhG5,"Baiklah, sekian retorika nonblok. Beberapa hari setelah pemerintahan baru dilantik, Indonesia bergabung dengan BRICS sebagai negara mitra httpstcokqoeZbMhG5","baiklah, sekian retorika nonblok. beberapa hari setelah pemerintahan baru dilantik, indonesia bergabung dengan brics sebagai negara mitra httpstcokqoezbmhg5","baiklah, sekian retorika nonblok. beberapa hari setelah pemerintahan baru dilantik, indonesia bergabung dengan brics sebagai negara mitra httpstcokqoezbmhg5","baiklah, sekian retorika nonblok. beberapa hari pemerintahan baru dilantik, indonesia bergabung brics negara mitra httpstcokqoezbmhg5","['baiklah', ',', 'sekian', 'retorika', 'nonblok', '.', 'beberapa', 'hari', 'pemerintahan', 'baru', 'dilantik', ',', 'indonesia', 'bergabung', 'brics', 'negara', 'mitra', 'httpstcokqoezbmhg5']"
Wed Oct 23 21:05:54 +0000 2024, BREAKING: BRICS officially adds 13 NEW NATIONS to the alliance as *Partner Countries.* 🇩🇿 Algeria 🇧🇾 Belarus 🇧🇴 Bolivia 🇨🇺 Cuba 🇮🇩 Indonesia 🇰🇿 Kazakhstan 🇲🇾 Malaysia 🇳🇬 Nigeria 🇹🇭 Thailand 🇹🇷 Turkey 🇺🇬 Uganda 🇺🇿 Uzbekistan 🇻🇳 Vietnam https://t.co/FqE0L5hnFN,jacksonhinklle, BREAKING BRICS officially adds 13 NEW NATIONS to the alliance as Partner Countries  Algeria  Belarus  Bolivia  Cuba  Indonesia  Kazakhstan  Malaysia  Nigeria  Thailand  Turkey  Uganda  Uzbekistan  Vietnam httpstcoFqE0L5hnFN,BREAKING BRICS secara resmi menambahkan 13 NEGARA BARU ke aliansi sebagai Negara Mitra Aljazair Belarus Bolivia Kuba Indonesia Kazakhstan Malaysia Nigeria Thailand Turki Uganda Uzbekistan Vietnam httpstcoFqE0L5hnFN,breaking brics secara resmi menambahkan 13 negara baru ke aliansi sebagai negara mitra aljazair belarus bolivia kuba indonesia kazakhstan malaysia nigeria thailand turki uganda uzbekistan vietnam httpstcofqe0l5hnfn,breaking brics secara resmi menambahkan 13 negara baru ke aliansi sebagai negara mitra aljazair belarus bolivia kuba indonesia kazakhstan malaysia nigeria thailand turki uganda uzbekistan vietnam httpstcofqe0l5hnfn,breaking brics resmi menambahkan 13 negara baru aliansi negara mitra aljazair belarus bolivia kuba indonesia kazakhstan malaysia nigeria thailand turki uganda uzbekistan vietnam httpstcofqe0l5hnfn,"['breaking', 'brics', 'resmi', 'menambahkan', '13', 'negara', 'baru', 'aliansi', 'negara', 'mitra', 'aljazair', 'belarus', 'bolivia', 'kuba', 'indonesia', 'kazakhstan', 'malaysia', 'nigeria', 'thailand', 'turki', 'uganda', 'uzbekistan', 'vietnam', 'httpstcofqe0l5hnfn']"
Wed Oct 23 19:18:08 +0000 2024,BREAKING: Russian President Putin officially unveils the BRICS currency banknote which is set to replace the dollar. https://t.co/BsRL0zq03B,GlobeEyeNews,BREAKING Russian President Putin officially unveils the BRICS currency banknote which is set to replace the dollar httpstcoBsRL0zq03B,BREAKING Presiden Rusia Putin secara resmi meluncurkan uang kertas mata uang BRICS yang akan menggantikan dolar httpstcoBsRL0zq03B,breaking presiden rusia putin secara resmi meluncurkan uang kertas mata uang brics yang akan menggantikan dolar httpstcobsrl0zq03b,breaking presiden rusia putin secara resmi meluncurkan uang kertas mata uang brics yang akan menggantikan dolar httpstcobsrl0zq03b,breaking presiden rusia putin resmi meluncurkan uang kertas mata uang brics akan menggantikan dolar httpstcobsrl0zq03b,"['breaking', 'presiden', 'rusia', 'putin', 'resmi', 'meluncurkan', 'uang', 'kertas', 'mata', 'uang', 'brics', 'akan', 'menggantikan', 'dolar', 'httpstcobsrl0zq03b']"
Wed Oct 30 03:50:18 +0000 2024,INDONESIA TERPAMPANG DI DALAM MATA UANG KERTAS BRICS 🇮🇩 PENGGANTI DOLLAR AS YANG DI PAMERKAN PRESIDEN RUSIA 🇷🇺 ABAH PUTIN #UkraineRussiaWar https://t.co/6tZ0lDBekt,nenglaela93,INDONESIA TERPAMPANG DI DALAM MATA UANG KERTAS BRICS  PENGGANTI DOLLAR AS YANG DI PAMERKAN PRESIDEN RUSIA  ABAH PUTIN  httpstco6tZ0lDBekt,INDONESIA TERPAMPANG DI DALAM MATA UANG KERTAS BRICS  PENGGANTI DOLLAR AS YANG DI PAMERKAN PRESIDEN RUSIA  ABAH PUTIN  httpstco6tZ0lDBekt,indonesia terpampang di dalam mata uang kertas brics  pengganti dollar as yang di pamerkan presiden rusia  abah putin  httpstco6tz0ldbekt,indonesia terpampang di dalam mata uang kertas brics pengganti dollar as yang di pamerkan presiden rusia abah putin httpstco6tz0ldbekt,indonesia terpampang dalam mata uang kertas brics pengganti dollar as di pamerkan presiden rusia abah putin httpstco6tz0ldbekt,"['indonesia', 'terpampang', 'dalam', 'mata', 'uang', 'kertas', 'brics', 'pengganti', 'dollar', 'as', 'di', 'pamerkan', 'presiden', 'rusia', 'abah', 'putin', 'httpstco6tz0ldbekt']"
Thu Oct 24 13:34:38 +0000 2024,13 countries received the status of BRICS partner country. They are Turkey Kazakhstan Uzbekistan Algeria Belarus Bolivia Cuba Indonesia Malaysia Nigeria Thailand Uganda and Vietnam. https://t.co/efKlfCWZBZ,inexorable_V,13 countries received the status of BRICS partner country They are Turkey Kazakhstan Uzbekistan Algeria Belarus Bolivia Cuba Indonesia Malaysia Nigeria Thailand Uganda and Vietnam httpstcoefKlfCWZBZ,"13 negara yang menerima status negara mitra BRICS adalah Turki, Kazakhstan, Uzbekistan, Aljazair, Belarus, Bolivia, Kuba, Indonesia, Malaysia, Nigeria, Thailand, Uganda, dan Vietnam httpstcoefKlfCWZBZ","13 negara yang menerima status negara mitra brics adalah turki, kazakhstan, uzbekistan, aljazair, belarus, bolivia, kuba, indonesia, malaysia, nigeria, thailand, uganda, dan vietnam httpstcoefklfcwzbz","13 negara yang menerima status negara mitra brics adalah turki, kazakhstan, uzbekistan, aljazair, belarus, bolivia, kuba, indonesia, malaysia, nigeria, thailand, uganda, dan vietnam httpstcoefklfcwzbz","13 negara menerima status negara mitra brics turki, kazakhstan, uzbekistan, aljazair, belarus, bolivia, kuba, indonesia, malaysia, nigeria, thailand, uganda, vietnam httpstcoefklfcwzbz","['13', 'negara', 'menerima', 'status', 'negara', 'mitra', 'brics', 'turki', ',', 'kazakhstan', ',', 'uzbekistan', ',', 'aljazair', ',', 'belarus', ',', 'bolivia', ',', 'kuba', ',', 'indonesia', ',', 'malaysia', ',', 'nigeria', ',', 'thailand', ',', 'uganda', ',', 'vietnam', 'httpstcoefklfcwzbz']"
Fri Oct 25 09:40:13 +0000 2024,Menteri Luar Negeri RI Sugiono secara resmi menyatakan keinginan Indonesia untuk segera bergabung dengan blok ekonomi BRICS sebagai bentuk politik luar negeri nasional yang berdasar nilai bebas aktif. https://t.co/5gYZ37qRmD,asumsico,Menteri Luar Negeri RI Sugiono secara resmi menyatakan keinginan Indonesia untuk segera bergabung dengan blok ekonomi BRICS sebagai bentuk politik luar negeri nasional yang berdasar nilai bebas aktif httpstco5gYZ37qRmD,Menteri Luar Negeri RI Sugiono secara resmi menyatakan keinginan Indonesia untuk segera bergabung dengan blok ekonomi BRICS sebagai bentuk politik luar negeri nasional yang berdasar nilai bebas aktif httpstco5gYZ37qRmD,menteri luar negeri ri sugiono secara resmi menyatakan keinginan indonesia untuk segera bergabung dengan blok ekonomi brics sebagai bentuk politik luar negeri nasional yang berdasar nilai bebas aktif httpstco5gyz37qrmd,menteri luar negeri ri sugiono secara resmi menyatakan keinginan indonesia untuk segera bergabung dengan blok ekonomi brics sebagai bentuk politik luar negeri nasional yang berdasar nilai bebas aktif httpstco5gyz37qrmd,menteri luar negeri ri sugiono resmi menyatakan keinginan indonesia segera bergabung blok ekonomi brics bentuk politik luar negeri nasional berdasar nilai bebas aktif httpstco5gyz37qrmd,"['menteri', 'luar', 'negeri', 'ri', 'sugiono', 'resmi', 'menyatakan', 'keinginan', 'indonesia', 'segera', 'bergabung', 'blok', 'ekonomi', 'brics', 'bentuk', 'politik', 'luar', 'negeri', 'nasional', 'berdasar', 'nilai', 'bebas', 'aktif', 'httpstco5gyz37qrmd']"
Wed Oct 23 23:26:08 +0000 2024,Tahniah dan selamat untuk @Kemlu_RI. Langkah awal Menlu Sugiono termasuk penegasan sikap Indonesia dukung Palestina di forum BRICS. Semoga jadi langkah positif lanjutkan kebijakan berani Menlu Retno Marsudi untuk Palestina merdeka demi perdamaian dunia.,hnurwahid,Tahniah dan selamat untuk  Langkah awal Menlu Sugiono termasuk penegasan sikap Indonesia dukung Palestina di forum BRICS Semoga jadi langkah positif lanjutkan kebijakan berani Menlu Retno Marsudi untuk Palestina merdeka demi perdamaian dunia,Tahniah dan selamat untuk  Langkah awal Menlu Sugiono termasuk penegasan sikap Indonesia dukung Palestina di forum BRICS Semoga jadi langkah positif lanjutkan kebijakan berani Menlu Retno Marsudi untuk Palestina merdeka demi perdamaian dunia,tahniah dan selamat untuk  langkah awal menlu sugiono termasuk penegasan sikap indonesia dukung palestina di forum brics semoga jadi langkah positif lanjutkan kebijakan berani menlu retno marsudi untuk palestina merdeka demi perdamaian dunia,tahniah dan selamat untuk langkah awal menlu sugiono termasuk penegasan sikap indonesia dukung palestina di forum brics semoga jadi langkah positif lanjutkan kebijakan berani menlu retno marsudi untuk palestina merdeka demi perdamaian dunia,tahniah selamat langkah awal menlu sugiono termasuk penegasan sikap indonesia dukung palestina forum brics semoga jadi langkah positif lanjutkan kebijakan berani menlu retno marsudi palestina merdeka perdamaian dunia,"['tahniah', 'selamat', 'langkah', 'awal', 'menlu', 'sugiono', 'termasuk', 'penegasan', 'sikap', 'indonesia', 'dukung', 'palestina', 'forum', 'brics', 'semoga', 'jadi', 'langkah', 'positif', 'lanjutkan', 'kebijakan', 'berani', 'menlu', 'retno', 'marsudi', 'palestina', 'merdeka', 'perdamaian', 'dunia']"
Thu Oct 24 09:15:22 +0000 2024,Presiden Rusia Vladimir Putin memegang mata uang BRICS yang disebut-sebut akan menggantikan dolar Amerika. https://t.co/lLky538QKN,Parstoday20211,Presiden Rusia Vladimir Putin memegang mata uang BRICS yang disebutsebut akan menggantikan dolar Amerika httpstcolLky538QKN,Presiden Rusia Vladimir Putin memegang mata uang BRICS yang disebutsebut akan menggantikan dolar Amerika httpstcolLky538QKN,presiden rusia vladimir putin memegang mata uang brics yang disebutsebut akan menggantikan dolar amerika httpstcollky538qkn,presiden rusia vladimir putin memegang mata uang brics yang disebutsebut akan menggantikan dolar amerika httpstcollky538qkn,presiden rusia vladimir putin memegang mata uang brics disebutsebut menggantikan dolar amerika httpstcollky538qkn,"['presiden', 'rusia', 'vladimir', 'putin', 'memegang', 'mata', 'uang', 'brics', 'disebutsebut', 'menggantikan', 'dolar', 'amerika', 'httpstcollky538qkn']"
Fri Oct 25 13:26:13 +0000 2024,sama2 kita SWOT Analysist yuk. Join BRICS itu bener2 GAMBLING buat Indonesia. Selain investasinya yang melimpah after joined sisi kebijakan politik luar negeri (meskipun BRICS itu ekonomi) jg gak aman2 banget.,erickericericc,sama2 kita SWOT Analysist yuk Join BRICS itu bener2 GAMBLING buat Indonesia Selain investasinya yang melimpah after joined sisi kebijakan politik luar negeri meskipun BRICS itu ekonomi jg gak aman2 banget,sama2 kita SWOT Analysist yuk Join BRICS itu bener2 GAMBLING buat Indonesia Selain investasinya yang melimpah after joined sisi kebijakan politik luar negeri meskipun BRICS itu ekonomi jg gak aman2 banget,sama2 kita swot analysist yuk join brics itu bener2 gambling buat indonesia selain investasinya yang melimpah after joined sisi kebijakan politik luar negeri meskipun brics itu ekonomi jg gak aman2 banget,sama2 kita swot analysist yuk join brics itu bener2 gambling untuk indonesia selain investasinya yang melimpah after joined sisi kebijakan politik luar negeri meskipun brics itu ekonomi jg tidak aman2 banget,sama2 swot analysist yuk join brics bener2 gambling indonesia investasinya melimpah after joined sisi kebijakan politik luar negeri meskipun brics ekonomi jg aman2 banget,"['sama2', 'swot', 'analysist', 'yuk', 'join', 'brics', 'bener2', 'gambling', 'indonesia', 'investasinya', 'melimpah', 'after', 'joined', 'sisi', 'kebijakan', 'politik', 'luar', 'negeri', 'meskipun', 'brics', 'ekonomi', 'jg', 'aman2', 'banget']"
Fri Oct 25 09:39:39 +0000 2024,Wait Indonesia has officially decided to join BRICS . Reported by the state-owned media ANTARA (Indonesia's joining BRICS) does not mean that we are joining a particular camp but rather that we are actively participating in all forums https://t.co/pTiOJgmOLZ,lin_linvy,Wait Indonesia has officially decided to join BRICS  Reported by the stateowned media ANTARA Indonesias joining BRICS does not mean that we are joining a particular camp but rather that we are actively participating in all forums httpstcopTiOJgmOLZ,"Tunggu Indonesia Resmi Putus Gabung BRICS Dilansir dari Media BUMN ANTARA Masuknya Indonesia ke BRICS bukan berarti kita ikut kubu tertentu, tapi kita ikut aktif di semua forum httpstcopTiOJgmOLZ","tunggu indonesia resmi putus gabung brics dilansir dari media bumn antara masuknya indonesia ke brics bukan berarti kita ikut kubu tertentu, tapi kita ikut aktif di semua forum httpstcoptiojgmolz","tunggu indonesia resmi putus gabung brics dilansir dari media bumn antara masuknya indonesia ke brics bukan berarti kita ikut kubu tertentu, tapi kita ikut aktif di semua forum httpstcoptiojgmolz","tunggu indonesia resmi putus gabung brics dilansir media bumn masuknya indonesia brics bukan berarti ikut kubu tertentu, kita ikut aktif semua forum httpstcoptiojgmolz","['tunggu', 'indonesia', 'resmi', 'putus', 'gabung', 'brics', 'dilansir', 'media', 'bumn', 'masuknya', 'indonesia', 'brics', 'bukan', 'berarti', 'ikut', 'kubu', 'tertentu', ',', 'kita', 'ikut', 'aktif', 'semua', 'forum', 'httpstcoptiojgmolz']"
Wed Oct 23 20:39:14 +0000 2024,JUST IN: BRICS officially adds 13 new nations to the alliance as partner countries (not full members). 🇩🇿 Algeria 🇧🇾 Belarus 🇧🇴 Bolivia 🇨🇺 Cuba 🇮🇩 Indonesia 🇰🇿 Kazakhstan 🇲🇾 Malaysia 🇳🇬 Nigeria 🇹🇭 Thailand 🇹🇷 Turkey 🇺🇬 Uganda 🇺🇿 Uzbekistan 🇻🇳 Vietnam https://t.co/n1jIDcKega,BRICSinfo,JUST IN BRICS officially adds 13 new nations to the alliance as partner countries not full members  Algeria  Belarus  Bolivia  Cuba  Indonesia  Kazakhstan  Malaysia  Nigeria  Thailand  Turkey  Uganda  Uzbekistan  Vietnam httpstcon1jIDcKega,BARU SAJA BRICS secara resmi menambahkan 13 negara baru ke aliansi sebagai negara mitra bukan anggota penuh Aljazair Belarus Bolivia Kuba Indonesia Kazakhstan Malaysia Nigeria Thailand Turki Uganda Uzbekistan Vietnam httpstcon1jIDcKega,baru saja brics secara resmi menambahkan 13 negara baru ke aliansi sebagai negara mitra bukan anggota penuh aljazair belarus bolivia kuba indonesia kazakhstan malaysia nigeria thailand turki uganda uzbekistan vietnam httpstcon1jidckega,baru saja brics secara resmi menambahkan 13 negara baru ke aliansi sebagai negara mitra bukan anggota penuh aljazair belarus bolivia kuba indonesia kazakhstan malaysia nigeria thailand turki uganda uzbekistan vietnam httpstcon1jidckega,baru brics resmi menambahkan 13 negara baru aliansi negara mitra bukan anggota penuh aljazair belarus bolivia kuba indonesia kazakhstan malaysia nigeria thailand turki uganda uzbekistan vietnam httpstcon1jidckega,"['baru', 'brics', 'resmi', 'menambahkan', '13', 'negara', 'baru', 'aliansi', 'negara', 'mitra', 'bukan', 'anggota', 'penuh', 'aljazair', 'belarus', 'bolivia', 'kuba', 'indonesia', 'kazakhstan', 'malaysia', 'nigeria', 'thailand', 'turki', 'uganda', 'uzbekistan', 'vietnam', 'httpstcon1jidckega']"
Fri Oct 25 16:19:32 +0000 2024,@TxtdariHI Kalau untuk pemikiran sementara dengan bergabungnya Indonesia sebagai anggota BRICS tentu merupakan langkah yang bagus dalam melawan dominasi mata uang US Dollar. Dalam sisi politik ada kemungkinan terkena diskriminasi kebijakan yang dilakukan oleh negara-negara Eropa khususnya,sufisijawara, Kalau untuk pemikiran sementara dengan bergabungnya Indonesia sebagai anggota BRICS tentu merupakan langkah yang bagus dalam melawan dominasi mata uang US Dollar Dalam sisi politik ada kemungkinan terkena diskriminasi kebijakan yang dilakukan oleh negaranegara Eropa khususnya,Kalau untuk pemikiran sementara dengan bergabungnya Indonesia sebagai anggota BRICS tentu merupakan langkah yang bagus dalam melawan dominasi mata uang US Dollar Dalam sisi politik ada kemungkinan terkena diskriminasi kebijakan yang dilakukan oleh negaranegara Eropa khususnya,kalau untuk pemikiran sementara dengan bergabungnya indonesia sebagai anggota brics tentu merupakan langkah yang bagus dalam melawan dominasi mata uang us dollar dalam sisi politik ada kemungkinan terkena diskriminasi kebijakan yang dilakukan oleh negaranegara eropa khususnya,kalau untuk pemikiran sementara dengan bergabungnya indonesia sebagai anggota brics tentu merupakan langkah yang bagus dalam melawan dominasi mata uang us dollar dalam sisi politik ada kemungkinan terkena diskriminasi kebijakan yang dilakukan oleh negaranegara eropa khususnya,kalau pemikiran dengan bergabungnya indonesia anggota brics merupakan langkah bagus melawan dominasi mata uang us dollar sisi politik kemungkinan terkena diskriminasi kebijakan dilakukan negaranegara eropa khususnya,"['kalau', 'pemikiran', 'dengan', 'bergabungnya', 'indonesia', 'anggota', 'brics', 'merupakan', 'langkah', 'bagus', 'melawan', 'dominasi', 'mata', 'uang', 'us', 'dollar', 'sisi', 'politik', 'kemungkinan', 'terkena', 'diskriminasi', 'kebijakan', 'dilakukan', 'negaranegara', 'eropa', 'khususnya']"
